GROUP_SET,GROUP_ID,GROUP_NAME,player_1,player_2,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,PIS,edge_strength
Lineups,-1630625-1641739-,D. Banton - T. Camara,D. Banton,T. Camara,1610612757,POR,47,17,30,0.362,436.1166666666667,394,814,0.484,130,344,0.378,150,199,0.754,133,276,409,240,142,66,60,52,169,187,1068,52,572,977,5073,3450,844,796,831,1422,791,844,1581,860,831,3175,572,911,819,840,4562,953,560,4613,4468,754,805,510,0.4676500936293806,2.843406160660804
Lineups,-1629014-1642270-,A. Simons - D. Clingan,A. Simons,D. Clingan,1610612757,POR,57,23,34,0.404,710.1716666666666,605,1368,0.442,219,596,0.367,231,327,0.706,229,514,743,359,227,119,84,82,281,291,1660,33,327,646,5177,3178,431,449,398,3330,375,372,2014,497,417,4052,211,392,333,497,4961,432,324,4997,4927,390,446,712,0.3944116798051176,2.5900675205983505
Lineups,-1641739-1642270-,T. Camara - D. Clingan,T. Camara,D. Clingan,1610612757,POR,61,27,34,0.443,779.0033333333333,663,1474,0.45,233,639,0.365,247,360,0.686,247,550,797,421,276,131,97,71,295,338,1806,23,238,503,5177,2931,359,369,348,3000,317,322,2096,444,345,4250,166,342,288,383,5082,359,251,4902,4959,288,377,880,0.38209079122468453,2.544456515632792
Lineups,-1631101-1631133-,S. Sharpe - J. Walker,S. Sharpe,J. Walker,1610612757,POR,36,14,22,0.389,364.9866666666667,323,678,0.476,107,287,0.373,140,185,0.757,84,221,305,173,112,78,35,47,176,156,893,51,950,1247,4623,3288,1037,1000,1033,1755,989,1032,1799,927,891,3100,1036,1157,1131,1175,4317,798,1045,4521,4513,907,988,520,0.42604296047344203,2.514759858978097
Lineups,-1630166-1641739-,D. Avdija - T. Camara,D. Avdija,T. Camara,1610612757,POR,68,30,38,0.441,1448.3483333333334,1245,2698,0.461,411,1160,0.354,518,658,0.787,408,936,1344,767,468,249,148,136,543,605,3419,13,103,406,5256,2936,71,83,70,2496,70,56,2510,76,74,2236,26,94,64,90,5288,70,68,5248,5254,55,82,1196,0.3448410775952839,2.510053136227163
Lineups,-1630625-1642270-,D. Banton - D. Clingan,D. Banton,D. Clingan,1610612757,POR,46,15,31,0.326,387.91333333333336,332,752,0.441,94,297,0.316,150,203,0.739,128,286,414,192,113,51,59,50,145,161,908,20,601,1153,5099,3757,968,966,907,3359,1121,1001,3737,860,811,3601,605,879,806,1057,4329,1253,577,4573,4305,876,962,960,0.41117431728736653,2.4519790480349735
Lineups,-1630703-1631101-,S. Henderson - S. Sharpe,S. Henderson,S. Sharpe,1610612757,POR,58,27,31,0.466,893.0483333333333,789,1651,0.478,236,668,0.353,337,431,0.782,237,570,807,463,310,164,91,79,360,357,2151,26,302,503,5099,2757,271,269,274,1700,306,289,2549,232,225,2405,197,320,281,322,5152,224,287,4969,5085,255,274,823,0.3442142922462204,2.3391976628585374
Lineups,-1630703-1631133-,S. Henderson - J. Walker,S. Henderson,J. Walker,1610612757,POR,33,13,20,0.394,284.18,255,544,0.469,88,226,0.389,98,132,0.742,78,182,260,148,92,50,36,43,141,114,696,26,1056,1349,4497,3268,1320,1247,1269,2104,1193,1303,1232,1331,1285,3525,1113,1386,1318,1364,4084,1276,1024,4436,4269,1269,1254,823,0.40766415652051524,2.3045746247416528
Lineups,-1631133-1641739-,J. Walker - T. Camara,J. Walker,T. Camara,1610612757,POR,32,16,16,0.5,229.30333333333337,208,423,0.492,70,170,0.412,71,96,0.74,55,126,181,122,77,52,28,32,110,91,557,27,1101,1063,4143,2195,1603,1506,1605,1155,1468,1665,714,1744,1696,3585,1571,1841,1778,1601,3867,1226,1310,4107,3966,1555,1545,804,0.4219301943568199,2.2950459517860597
Lineups,-1631101-1631200-,S. Sharpe - K. Murray,S. Sharpe,K. Murray,1610612757,POR,50,24,26,0.48,419.5733333333333,367,784,0.468,108,312,0.346,126,176,0.716,100,279,379,188,131,95,49,50,171,158,968,31,483,603,4887,2664,884,863,873,2140,980,945,2801,1046,955,3937,848,900,887,1081,4495,630,757,4573,4479,893,895,743,0.37681136392525744,2.2765506428660043
Lineups,-1629014-1630166-,A. Simons - D. Avdija,A. Simons,D. Avdija,1610612757,POR,63,26,37,0.413,1407.1133333333332,1177,2609,0.451,406,1133,0.358,522,673,0.776,377,951,1328,698,419,215,150,154,534,575,3282,-21,189,536,5237,3129,78,100,82,2947,73,61,2353,71,67,2605,41,88,69,119,5261,116,62,5274,5249,69,89,4003,0.3125903149236973,2.2662816668356873
Lineups,-1629028-1630703-,D. Ayton - S. Henderson,D. Ayton,S. Henderson,1610612757,POR,36,16,20,0.444,554.325,493,1031,0.478,131,362,0.362,196,241,0.813,150,352,502,298,175,100,54,59,215,215,1313,12,950,1063,4497,2881,621,603,621,1691,779,789,2216,626,659,1444,472,682,626,653,4760,574,663,4743,4689,626,622,1250,0.3584539755558561,2.26526908582945
Lineups,-1631133-1631200-,J. Walker - K. Murray,J. Walker,K. Murray,1610612757,POR,47,18,29,0.383,370.1333333333333,316,698,0.453,87,268,0.325,154,210,0.733,98,235,333,168,127,79,37,58,166,170,873,34,572,918,5033,3331,1023,1025,1000,2879,1211,1102,3563,832,782,3692,872,1081,1025,1200,4462,784,1001,4730,4450,832,1019,702,0.3740543948126802,2.2131157890167663
Lineups,-1630166-1631101-,D. Avdija - S. Sharpe,D. Avdija,S. Sharpe,1610612757,POR,63,30,33,0.476,1156.2233333333334,1017,2162,0.47,318,922,0.345,407,533,0.764,318,740,1058,586,348,175,115,116,438,468,2759,-19,189,406,5154,2687,144,144,144,2030,156,137,2844,144,126,2936,71,169,141,182,5200,197,170,5188,5184,121,144,3919,0.30798548146696003,2.1724614403260585
Lineups,-201942-1628370-,D. DeRozan - M. Monk,D. DeRozan,M. Monk,1610612758,SAC,63,35,28,0.556,1510.6866666666667,1410,2894,0.487,381,1043,0.365,599,711,0.842,363,1026,1389,857,385,232,132,145,583,596,3800,183,189,265,4989,1950,60,47,49,1306,97,89,2078,34,53,871,52,62,57,66,5232,82,117,5262,5276,58,47,114,0.489777275675962,3.5856502784572832
Lineups,-201942-1627734-,D. DeRozan - D. Sabonis,D. DeRozan,D. Sabonis,1610612758,SAC,67,35,32,0.522,1963.345,1818,3673,0.495,487,1341,0.363,705,851,0.828,420,1371,1791,1118,526,309,160,173,721,739,4828,199,116,265,5128,2125,11,11,11,1064,34,23,2178,12,17,1117,21,8,10,15,5310,24,49,5298,5317,15,12,95,0.46744204406255646,3.5445728834032217
Lineups,-201942-1631165-,D. DeRozan - K. Ellis,D. DeRozan,K. Ellis,1610612758,SAC,74,37,37,0.5,1290.355,1177,2379,0.495,345,908,0.38,448,547,0.819,282,868,1150,709,318,223,128,112,483,479,3147,167,29,211,5237,2195,102,100,106,1071,132,142,1510,105,119,1310,111,119,115,108,5162,97,128,5165,5227,114,103,134,0.4943988282294407,3.5415999678554764
Lineups,-1627734-1631099-,D. Sabonis - K. Murray,D. Sabonis,K. Murray,1610612758,SAC,64,32,32,0.5,1728.0416666666667,1579,3226,0.489,423,1201,0.352,607,741,0.819,357,1255,1612,998,465,260,133,151,656,642,4188,139,171,350,5128,2195,29,29,29,1223,63,49,2606,33,42,1304,54,23,26,28,5286,54,111,5269,5305,36,32,189,0.4501338220046777,3.355892849059277
Lineups,-1627734-1628370-,D. Sabonis - M. Monk,D. Sabonis,M. Monk,1610612758,SAC,59,34,25,0.576,1510.7883333333334,1392,2886,0.482,376,1078,0.349,583,694,0.84,363,1047,1410,901,420,241,125,146,595,581,3743,113,283,296,4814,1836,59,51,50,1500,103,79,2727,39,60,907,52,57,53,51,5262,77,138,5264,5288,66,53,239,0.45171781178259035,3.3070480335611605
Lineups,-201942-1642269-,D. DeRozan - D. Carter,D. DeRozan,D. Carter,1610612758,SAC,29,16,13,0.552,205.775,184,395,0.466,54,144,0.375,95,118,0.805,61,151,212,107,48,37,14,19,94,100,517,52,1269,1063,3741,1985,1739,1652,1683,2271,1781,1881,1661,1373,1414,1663,1434,1614,1578,1748,3251,1638,2166,3372,3755,1425,1625,510,0.6181508929656178,3.295752615417411
Lineups,-1627734-1628368-,D. Sabonis - D. Fox,D. Sabonis,D. Fox,1610612758,SAC,42,20,22,0.476,1126.28,1052,2142,0.491,260,781,0.333,415,505,0.822,243,786,1029,652,293,178,84,100,437,438,2779,110,740,814,4623,2687,151,132,148,1170,257,211,3372,137,148,1250,178,149,154,139,5126,193,324,5105,5183,147,141,253,0.467112973683276,3.282665818159358
Lineups,-1627734-1631165-,D. Sabonis - K. Ellis,D. Sabonis,K. Ellis,1610612758,SAC,66,34,32,0.515,1217.725,1094,2212,0.495,326,885,0.368,435,533,0.816,261,826,1087,706,332,217,120,102,463,463,2949,103,130,296,5128,2171,126,118,137,1076,151,151,1982,114,126,1389,133,132,133,111,5179,107,154,5120,5210,123,123,280,0.4558911084193887,3.239361856517221
Lineups,-201942-1631099-,D. DeRozan - K. Murray,D. DeRozan,K. Murray,1610612758,SAC,71,34,37,0.479,1955.6033333333332,1788,3640,0.491,488,1339,0.364,680,822,0.827,401,1393,1794,1103,505,280,167,179,726,722,4744,117,59,296,5237,2674,13,14,13,1168,33,24,2106,16,21,1143,29,7,9,18,5305,43,32,5303,5319,20,14,228,0.4249583674944306,3.220744702341194
Lineups,-1628370-1631099-,M. Monk - K. Murray,M. Monk,K. Murray,1610612758,SAC,60,32,28,0.533,1393.4766666666667,1288,2648,0.486,351,987,0.356,510,617,0.827,315,977,1292,810,375,216,123,137,545,515,3437,74,261,350,4989,2072,83,74,77,1334,126,112,2459,81,85,1148,73,78,79,75,5223,109,143,5249,5255,97,81,388,0.4249802053855704,3.076973333232156
Lineups,-1631099-1631165-,K. Murray - K. Ellis,K. Murray,K. Ellis,1610612758,SAC,72,35,37,0.486,1068.9883333333332,943,1950,0.484,283,785,0.361,347,430,0.807,215,769,984,607,276,180,101,91,420,379,2516,74,44,265,5237,2632,168,164,174,1438,222,206,2263,213,227,1608,236,156,171,160,5082,187,226,5057,5169,211,169,388,0.44050995255638903,3.072734455150593
Lineups,-1626168-1642269-,T. Lyles - D. Carter,T. Lyles,D. Carter,1610612758,SAC,32,17,15,0.531,236.995,202,455,0.444,73,196,0.372,86,111,0.775,63,158,221,122,49,48,16,15,84,105,563,44,1101,977,4016,2085,1563,1540,1515,3271,1407,1459,1810,1501,1500,2624,1389,1571,1516,1601,3269,1324,2008,3084,3605,1367,1526,592,0.5580286503934683,3.0536720952025282
Lineups,-1628368-1631165-,D. Fox - K. Ellis,D. Fox,K. Ellis,1610612758,SAC,42,20,22,0.476,519.345,461,956,0.482,133,398,0.334,204,261,0.782,116,361,477,268,124,87,55,43,210,222,1259,68,740,814,4623,2687,686,655,685,1507,763,693,3154,595,582,2412,702,657,676,735,4438,698,644,4436,4665,598,655,419,0.4831085309380085,3.0215984675465553
Lineups,-1628368-1628370-,D. Fox - M. Monk,D. Fox,M. Monk,1610612758,SAC,37,19,18,0.514,810.5383333333333,751,1564,0.48,188,574,0.328,331,393,0.842,186,555,741,458,214,125,79,87,325,329,2021,50,911,871,4350,2180,331,298,309,1594,479,401,3486,244,284,873,315,336,337,331,4914,389,367,5033,5027,308,309,530,0.4248411035464085,2.8459815034947114
Lineups,-202685-1628370-,J. Valančiūnas - M. Monk,J. Valančiūnas,M. Monk,1610612758,SAC,23,13,10,0.565,249.95166666666665,238,477,0.499,68,171,0.398,88,108,0.815,78,174,252,132,74,40,22,24,103,91,632,38,1699,1349,3223,1920,1494,1334,1435,973,1501,1653,1035,1476,1533,1414,1113,1447,1355,1503,3813,1534,1609,3706,3873,1555,1385,670,0.5018970334264626,2.7731117823421636
Lineups,-101108-1641705-,C. Paul - V. Wembanyama,C. Paul,V. Wembanyama,1610612759,SAS,46,21,25,0.457,1152.3583333333331,1018,2144,0.475,374,1052,0.356,400,489,0.818,242,832,1074,739,315,188,170,96,321,443,2810,180,601,758,4814,2809,145,143,147,1834,105,87,2469,148,159,1366,182,129,138,99,5159,165,28,5084,5016,139,138,120,0.5879247629860505,4.145124300659004
Lineups,-203084-1641705-,H. Barnes - V. Wembanyama,H. Barnes,V. Wembanyama,1610612759,SAS,46,21,25,0.457,957.2666666666668,840,1763,0.476,302,857,0.352,328,410,0.8,191,711,902,610,267,143,150,74,254,363,2310,137,601,758,4814,2809,223,227,226,1754,180,165,2594,249,252,1760,302,183,207,156,5055,309,62,4929,4840,242,221,192,0.5739779928964411,3.9404312980946665
Lineups,-101108-1630577-,C. Paul - J. Champagnie,C. Paul,J. Champagnie,1610612759,SAS,78,32,46,0.41,960.2916666666666,841,1807,0.465,315,878,0.359,330,384,0.859,197,692,889,606,267,158,120,77,319,335,2327,100,11,350,5307,3146,220,226,214,2296,160,155,2336,245,299,682,283,196,218,161,5055,242,154,4956,5008,294,215,290,0.5155725257083352,3.541095366752496
Lineups,-203084-1630572-,H. Barnes - S. Mamukelashvili,H. Barnes,S. Mamukelashvili,1610612759,SAS,38,14,24,0.368,201.90666666666667,183,389,0.47,72,191,0.377,79,103,0.767,47,137,184,125,41,34,15,18,57,85,517,46,877,1247,4755,3414,1760,1657,1701,2028,1428,1493,1611,1623,1604,2833,1765,1746,1761,1577,3051,1744,2093,3293,3146,1641,1625,574,0.6547579739813777,3.4785628748087944
Lineups,-1630577-1641705-,J. Champagnie - V. Wembanyama,J. Champagnie,V. Wembanyama,1610612759,SAS,46,21,25,0.457,760.5,665,1396,0.476,256,704,0.364,240,285,0.842,145,550,695,482,228,122,118,66,221,274,1826,79,601,758,4814,2809,382,365,388,1757,264,261,2125,465,524,874,488,342,380,293,4963,406,162,4849,4716,430,367,369,0.5181459566074951,3.4380487737129415
Lineups,-1630200-1641705-,T. Jones - V. Wembanyama,T. Jones,V. Wembanyama,1610612759,SAS,24,11,13,0.458,226.0016666666667,196,408,0.48,70,195,0.359,80,96,0.833,36,164,200,151,65,34,40,20,74,92,542,45,1622,1599,3741,2799,1624,1579,1644,1584,1468,1468,2320,1603,1696,978,2105,1518,1647,1335,3636,1744,928,3439,3458,1544,1570,580,0.6258803401154858,3.3953741573374265
Lineups,-203084-1630577-,H. Barnes - J. Champagnie,H. Barnes,J. Champagnie,1610612759,SAS,77,32,45,0.416,834.2533333333333,736,1577,0.467,271,753,0.36,294,354,0.831,183,592,775,514,219,146,102,68,269,304,2037,68,13,350,5303,3113,319,312,304,2207,242,230,2292,313,355,1091,327,298,305,260,4936,294,215,4867,4891,357,305,419,0.49457399031469257,3.327362780363881
Lineups,-1630200-1642264-,T. Jones - S. Castle,T. Jones,S. Castle,1610612759,SAS,27,13,14,0.481,201.75,166,383,0.433,56,170,0.329,82,105,0.781,55,153,208,120,57,33,34,24,78,83,470,39,1409,1349,3884,2653,1763,1782,1724,3698,1736,1665,3440,1575,1572,2437,1571,1605,1600,1617,3466,1790,1080,3706,3531,1676,1757,656,0.6064436183395291,3.2214125469045953
Lineups,-1630200-1630577-,T. Jones - J. Champagnie,T. Jones,J. Champagnie,1610612759,SAS,28,13,15,0.464,298.86,265,583,0.455,91,265,0.343,114,147,0.776,68,208,276,198,73,55,54,29,100,118,735,33,1343,1349,4016,2762,1258,1200,1185,2783,1161,1110,2900,1165,1154,2606,1285,1223,1234,1030,3796,1152,663,3973,3832,1229,1187,712,0.5636418389881549,3.214627348952001
Lineups,-101108-203084-,C. Paul - H. Barnes,C. Paul,H. Barnes,1610612759,SAS,82,34,48,0.415,1629.4,1452,3046,0.477,526,1433,0.367,522,662,0.789,328,1137,1465,1016,428,255,187,118,503,577,3952,43,1,296,5316,3116,40,43,38,1746,16,13,2029,71,72,2191,67,43,43,26,5266,61,12,5194,5237,68,40,607,0.4339941082607094,3.2100724287864066
Lineups,-1631110-1641705-,J. Sochan - V. Wembanyama,J. Sochan,V. Wembanyama,1610612759,SAS,30,13,17,0.433,483.07166666666666,414,885,0.468,139,399,0.348,168,204,0.824,117,367,484,306,150,73,82,44,149,184,1135,40,1216,1349,4262,2977,748,752,756,2160,719,687,2735,749,806,1200,693,647,659,635,4619,846,339,4461,4328,768,760,644,0.5091377055854377,3.1476079084067368
Lineups,-1641705-1642264-,V. Wembanyama - S. Castle,V. Wembanyama,S. Castle,1610612759,SAS,45,20,25,0.444,779.3433333333334,673,1416,0.475,243,684,0.355,277,351,0.789,151,547,698,473,216,115,116,70,255,302,1866,37,635,814,4814,2881,357,355,377,1818,290,274,2480,364,364,2185,464,346,378,304,4926,459,166,4893,4845,365,353,678,0.4432577854005295,2.9519789414382163
Lineups,-1630577-1631110-,J. Champagnie - J. Sochan,J. Champagnie,J. Sochan,1610612759,SAS,52,20,32,0.385,603.275,549,1181,0.465,186,504,0.369,213,262,0.813,165,421,586,373,165,111,78,68,228,215,1497,28,437,814,5128,3308,559,531,515,2330,490,502,1940,559,577,1450,405,542,504,475,4705,488,377,4867,4746,626,532,779,0.460072106419129,2.9463152920999076
Lineups,-1630572-1631103-,S. Mamukelashvili - M. Branham,S. Mamukelashvili,M. Branham,1610612759,SAS,39,14,25,0.359,205.40333333333336,182,375,0.485,61,168,0.363,62,90,0.689,52,164,216,119,72,31,22,17,70,82,487,31,835,1247,4814,3457,1740,1668,1753,1374,1624,1681,2180,1894,1754,4222,1636,1518,1551,1629,3776,1883,1609,3235,3390,1694,1710,743,0.5287158598529722,2.817966805690777
Lineups,-1629640-1630200-,K. Johnson - T. Jones,K. Johnson,T. Jones,1610612759,SAS,27,12,15,0.444,365.8883333333333,322,694,0.464,110,300,0.367,143,186,0.769,86,258,344,232,108,64,56,36,125,141,897,21,1409,1467,4016,2881,1036,1005,1005,2374,956,987,2039,902,882,2792,1008,977,994,882,4274,987,624,4258,4144,1017,982,932,0.473505122236748,2.796074988935063
Lineups,-1628449-1630567-,C. Boucher - S. Barnes,C. Boucher,S. Barnes,1610612761,TOR,36,16,20,0.444,375.76166666666666,332,735,0.452,101,299,0.338,135,171,0.789,122,251,373,219,95,71,38,42,164,147,900,69,950,1063,4497,2881,1005,966,934,2920,1046,993,3076,962,989,2160,659,1011,902,941,4120,870,982,4405,4440,974,976,413,0.5776267758375212,3.426258379275889
Lineups,-1627751-1628449-,J. Poeltl - C. Boucher,J. Poeltl,C. Boucher,1610612761,TOR,38,16,22,0.421,248.63833333333332,235,480,0.49,55,161,0.342,80,107,0.748,73,164,237,158,62,36,22,33,109,95,605,40,877,1063,4623,3051,1499,1351,1426,1221,1757,1744,2957,1603,1545,3434,1200,1518,1437,1277,3576,1664,1609,4140,3949,1496,1437,644,0.5628657420751694,3.1070263282008197
Lineups,-1628449-1629628-,C. Boucher - R. Barrett,C. Boucher,R. Barrett,1610612761,TOR,39,15,24,0.385,354.3,340,668,0.509,106,245,0.433,117,156,0.75,85,207,292,236,103,54,26,40,153,141,903,51,835,1153,4755,3308,1069,934,1043,646,997,1202,511,1129,1089,3219,1020,1230,1164,858,4217,1167,1402,4356,4362,1017,970,520,0.5204628845611065,3.0566590052446387
Lineups,-1630193-1642266-,I. Quickley - J. Walter,I. Quickley,J. Walter,1610612761,TOR,24,8,16,0.333,267.97333333333336,228,505,0.451,72,196,0.367,100,123,0.813,84,173,257,147,72,48,28,27,98,98,628,42,1622,2019,4143,3545,1401,1395,1367,2934,1428,1459,2016,1299,1365,1448,1036,1450,1326,1372,3776,1324,1310,3858,3810,1452,1397,622,0.5306498159020797,2.9687799563128463
Lineups,-1627751-1630567-,J. Poeltl - S. Barnes,J. Poeltl,S. Barnes,1610612761,TOR,41,18,23,0.439,918.7333333333332,833,1694,0.492,213,567,0.376,280,380,0.737,219,663,882,576,311,146,95,98,374,335,2159,17,767,918,4691,2944,250,234,257,1153,392,408,1651,356,307,3630,230,223,223,195,5154,294,265,5097,5104,294,270,1059,0.39690515927726594,2.7085140568259205
Lineups,-1627751-1642266-,J. Poeltl - J. Walter,J. Poeltl,J. Walter,1610612761,TOR,34,13,21,0.382,325.8466666666667,301,602,0.5,88,212,0.415,95,127,0.748,83,231,314,214,111,60,29,31,121,121,785,17,1012,1349,4567,3332,1147,1072,1146,791,1193,1375,680,1373,1327,3427,1050,1103,1098,962,4304,1059,1274,4068,4093,1207,1121,1059,0.4529737913538064,2.622487756971613
Lineups,-1628449-1641711-,C. Boucher - G. Dick,C. Boucher,G. Dick,1610612761,TOR,40,13,27,0.325,253.00333333333333,236,474,0.498,67,171,0.392,105,134,0.784,69,166,235,178,71,35,23,41,123,108,644,11,801,1349,4941,3761,1474,1346,1446,996,1514,1653,1172,1246,1268,2350,1272,1498,1451,1132,3759,1699,1554,4372,4112,1333,1360,1300,0.45572522101158086,2.523508863258725
Lineups,-1630558-1630567-,D. Mitchell - S. Barnes,D. Mitchell,S. Barnes,1610612761,TOR,31,13,18,0.419,474.74,409,871,0.47,109,335,0.325,142,197,0.721,108,350,458,282,155,76,54,43,215,187,1069,8,1159,1349,4350,3062,767,761,773,2065,960,873,3547,912,838,3890,772,687,708,697,4648,811,663,4436,4689,754,803,1478,0.37936554745755574,2.338739846486238
Lineups,-1630567-1642266-,S. Barnes - J. Walter,S. Barnes,J. Walter,1610612761,TOR,43,17,26,0.395,568.2,479,1069,0.448,135,401,0.337,201,255,0.788,155,370,525,322,155,97,63,63,223,227,1294,-1,701,977,4887,3264,603,627,586,3063,749,683,3111,606,605,2200,445,640,584,592,4648,609,527,4806,4724,584,637,2381,0.3683562126011968,2.3369372221030367
Lineups,-1629628-1630567-,R. Barrett - S. Barnes,R. Barrett,S. Barnes,1610612761,TOR,43,20,23,0.465,935.4083333333332,845,1757,0.481,226,620,0.365,292,405,0.721,214,668,882,583,297,134,77,104,387,350,2208,-30,701,814,4691,2759,240,224,230,1559,347,341,2101,318,263,3884,237,219,223,184,5135,346,388,5132,5125,265,250,4323,0.3400653903375532,2.326744959934658
Lineups,-1627751-1630193-,J. Poeltl - I. Quickley,J. Poeltl,I. Quickley,1610612761,TOR,21,6,15,0.286,433.09,381,801,0.476,106,286,0.371,135,182,0.742,95,307,402,265,129,63,40,46,161,158,1003,0,1859,2416,4016,3903,855,831,848,1803,997,1035,1885,962,911,3537,903,812,838,748,4480,1003,928,4504,4420,893,861,2204,0.3791359763559537,2.30258828340626
Lineups,-1629628-1642347-,R. Barrett - J. Shead,R. Barrett,J. Shead,1610612761,TOR,50,20,30,0.4,519.8583333333333,471,990,0.476,131,339,0.386,153,230,0.665,127,327,454,340,154,102,42,67,231,208,1226,-13,483,814,5073,3181,685,639,662,1801,779,858,1321,840,703,4472,614,759,717,544,4638,555,889,4858,4757,653,680,3583,0.36173316448391385,2.2628138855031668
Lineups,-1630193-1630567-,I. Quickley - S. Barnes,I. Quickley,S. Barnes,1610612761,TOR,29,12,17,0.414,746.585,636,1399,0.455,183,527,0.347,263,348,0.756,194,517,711,422,208,111,60,82,301,277,1718,-16,1269,1467,4262,3120,390,404,386,2782,500,474,2772,389,372,3135,292,388,370,381,4895,488,560,4997,4978,419,417,3754,0.3394790948117093,2.246281573340233
Lineups,-1629628-1630558-,R. Barrett - D. Mitchell,R. Barrett,D. Mitchell,1610612761,TOR,37,13,24,0.351,673.6266666666667,617,1257,0.491,150,426,0.352,224,311,0.72,160,460,620,408,211,114,58,75,293,256,1608,-19,911,1349,4755,3503,465,425,461,1179,651,639,2609,523,449,3893,423,471,457,405,4901,467,598,4937,4951,483,468,3919,0.33490360634970895,2.181615492625658
Lineups,-1627751-1642419-,J. Poeltl - J. Battle,J. Poeltl,J. Battle,1610612761,TOR,32,10,22,0.313,250.73166666666663,235,487,0.483,74,186,0.398,63,90,0.7,70,161,231,166,82,49,22,30,102,84,607,-1,1101,1717,4623,3795,1490,1351,1412,1491,1394,1538,1032,1880,1754,4101,1249,1545,1469,1219,3950,1298,1609,4020,3854,1657,1434,2381,0.3924514254947188,2.169614216829078
Lineups,-1628381-1629012-,J. Collins - C. Sexton,J. Collins,C. Sexton,1610612762,UTA,32,10,22,0.313,625.505,558,1126,0.496,187,459,0.407,245,301,0.814,184,466,650,348,240,74,70,98,232,267,1548,88,1101,1717,4623,3795,530,517,543,1049,485,565,785,450,477,1431,325,458,423,519,5002,834,452,5097,4767,452,506,335,0.48280988960919574,3.1093713720200062
Lineups,-1628381-1631117-,J. Collins - W. Kessler,J. Collins,W. Kessler,1610612762,UTA,31,11,20,0.355,606.2833333333333,537,1105,0.486,181,452,0.4,231,292,0.791,186,482,668,345,226,66,87,90,218,246,1486,29,1159,1599,4497,3478,554,542,560,1347,508,584,898,497,507,2117,315,434,405,529,4954,953,309,5053,4700,519,539,767,0.41878109794650475,2.683966154907471
Lineups,-1629004-1642268-,S. Mykhailiuk - I. Collier,S. Mykhailiuk,I. Collier,1610612762,UTA,29,3,26,0.103,285.68833333333333,256,546,0.469,105,265,0.396,96,134,0.716,64,192,256,159,74,46,28,45,105,116,713,11,1269,3195,4887,4705,1311,1243,1263,2097,1004,1110,1069,1361,1268,3934,1367,1311,1331,1265,3813,1359,1310,4484,3899,1256,1218,1300,0.4020115160460409,2.274740225350861
Lineups,-1630695-1641729-,M. Potter - B. Sensabaugh,M. Potter,B. Sensabaugh,1610612762,UTA,33,10,23,0.303,277.88,243,521,0.466,97,256,0.379,92,110,0.836,62,209,271,154,97,36,27,36,102,109,675,17,1056,1717,4691,3844,1353,1308,1335,2247,1082,1145,1546,1415,1508,960,1416,1216,1254,1308,4148,1664,1357,4258,3854,1326,1289,1059,0.4014322729235642,2.26037744870676
Lineups,-1628374-1628381-,L. Markkanen - J. Collins,L. Markkanen,J. Collins,1610612762,UTA,33,8,25,0.242,623.6483333333333,537,1133,0.474,194,499,0.389,240,303,0.792,177,462,639,342,239,83,69,89,258,251,1508,9,1056,2019,4814,4196,535,542,541,1869,460,512,1268,465,473,2096,352,465,435,540,4999,742,462,5044,4857,502,524,1421,0.34610851735352993,2.2279658800462814
Lineups,-1628381-1642268-,J. Collins - I. Collier,J. Collins,I. Collier,1610612762,UTA,29,10,19,0.345,457.6483333333333,397,829,0.479,121,334,0.362,160,201,0.796,123,355,478,246,192,67,52,65,193,167,1075,13,1269,1717,4436,3529,805,788,811,1652,865,874,2203,802,823,1975,652,671,670,814,4826,936,708,4835,4597,845,798,1196,0.3479746093252097,2.132487146557514
Lineups,-1628374-1629012-,L. Markkanen - C. Sexton,L. Markkanen,C. Sexton,1610612762,UTA,40,7,33,0.175,888.0916666666667,768,1647,0.466,281,745,0.377,323,411,0.786,254,621,875,484,317,112,88,123,343,363,2140,-58,801,2213,5154,4474,275,289,276,2252,226,237,1606,258,251,2269,152,275,230,289,5160,480,305,5213,5052,242,277,4859,0.26641394000243973,1.8090040266005096
Lineups,-1628374-1641718-,L. Markkanen - K. George,L. Markkanen,K. George,1610612762,UTA,36,7,29,0.194,763.725,663,1402,0.473,234,637,0.367,314,394,0.797,219,537,756,408,263,96,78,93,302,317,1874,-55,950,2213,5033,4410,379,369,383,1925,313,327,2016,274,280,1953,230,364,324,405,5046,621,377,5068,4981,324,350,4828,0.2587973419751874,1.7182891683899524
